DEBUG 2022-04-27 13:54:42,245 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - TFCLPortal.Applications.Dto.ApplicationListDto
INFO  2022-04-27 14:06:34,330 [13   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 1038.0114ms
INFO  2022-04-27 14:06:34,333 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1082.7054ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-27 14:07:15,031 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/TransactionAuthorization  
INFO  2022-04-27 14:07:15,037 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "TransactionAuthorization", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:07:32,469 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:07:32,726 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 255.0448ms.
INFO  2022-04-27 14:07:39,372 [20   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view TransactionAuthorization.
INFO  2022-04-27 14:07:39,735 [20   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view TransactionAuthorization executed in 6937.0707ms.
INFO  2022-04-27 14:07:39,739 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) in 24698.4091ms
INFO  2022-04-27 14:07:39,742 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 24710.1298ms 200 text/html; charset=utf-8
INFO  2022-04-27 14:07:39,785 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-27 14:07:39,807 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 23.181ms 404 
INFO  2022-04-27 14:07:39,925 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637866651771954323  
INFO  2022-04-27 14:07:39,931 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637866651771954323  
INFO  2022-04-27 14:07:39,938 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2022-04-27 14:07:39,940 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-27 14:07:39,942 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2022-04-27 14:07:39,946 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2022-04-27 14:07:39,949 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.4414ms.
INFO  2022-04-27 14:07:39,951 [23   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2022-04-27 14:07:39,966 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 17.085ms
INFO  2022-04-27 14:07:39,970 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 44.5929ms 200 application/x-javascript
INFO  2022-04-27 14:07:39,977 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 32.3354ms.
INFO  2022-04-27 14:07:39,979 [22   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-27 14:07:39,985 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 40.5039ms
INFO  2022-04-27 14:07:39,987 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 58.2681ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-27 14:07:40,180 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-27 14:07:40,189 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:07:56,747 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/TransactionAuthorization  
INFO  2022-04-27 14:07:57,465 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "TransactionAuthorization", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:08:03,118 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:08:04,083 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 963.2907ms.
INFO  2022-04-27 14:08:04,680 [13   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) in 7213.7402ms
ERROR 2022-04-27 14:08:04,839 [13   ] nostics.DeveloperExceptionPageMiddleware - An unhandled exception has occurred while executing the request.
Microsoft.AspNetCore.Mvc.Razor.Compilation.CompilationFailedException: One or more compilation failures occurred:
F:\Code\TFCLPortal\src\TFCLPortal.Web.Mvc\Views\CustomerAccount\TransactionAuthorization.cshtml(59,18): Error RZ1025: The "tr" element was not closed.  All elements must be either self-closing or have a matching end tag.
F:\Code\TFCLPortal\src\TFCLPortal.Web.Mvc\Views\CustomerAccount\TransactionAuthorization.cshtml(82,19): Error RZ1026: Encountered end tag "tr" with no matching start tag.  Are your start/end tags properly balanced?
   at Microsoft.AspNetCore.Mvc.Razor.Internal.RazorViewCompiler.CompileAndEmit(String relativePath)
   at Microsoft.AspNetCore.Mvc.Razor.Internal.RazorViewCompiler.OnCacheMiss(String normalizedPath)
--- End of stack trace from previous location where exception was thrown ---
   at Microsoft.AspNetCore.Mvc.Razor.Internal.DefaultRazorPageFactoryProvider.CreateFactory(String relativePath)
   at Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine.CreateCacheResult(HashSet`1 expirationTokens, String relativePath, Boolean isMainPage)
   at Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine.OnCacheMiss(ViewLocationExpanderContext expanderContext, ViewLocationCacheKey cacheKey)
   at Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine.LocatePageFromViewLocations(ActionContext actionContext, String pageName, Boolean isMainPage)
   at Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine.FindView(ActionContext context, String viewName, Boolean isMainPage)
   at Microsoft.AspNetCore.Mvc.ViewEngines.CompositeViewEngine.FindView(ActionContext context, String viewName, Boolean isMainPage)
   at Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor.FindView(ActionContext actionContext, ViewResult viewResult)
   at Microsoft.AspNetCore.Mvc.ViewFeatures.ViewResultExecutor.ExecuteAsync(ActionContext context, ViewResult result)
   at Microsoft.AspNetCore.Mvc.ViewResult.ExecuteResultAsync(ActionContext context)
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeResultAsync(IActionResult result)
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeNextResultFilterAsync[TFilter,TFilterAsync]()
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Rethrow(ResultExecutedContext context)
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.ResultNext[TFilter,TFilterAsync](State& next, Scope& scope, Object& state, Boolean& isCompleted)
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeResultFilters()
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeNextResourceFilter()
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Rethrow(ResourceExecutedContext context)
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeFilterPipelineAsync()
   at Microsoft.AspNetCore.Mvc.Internal.ResourceInvoker.InvokeAsync()
   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext)
   at Microsoft.AspNetCore.Builder.RouterMiddleware.Invoke(HttpContext httpContext)
   at TFCLPortal.Authentication.JwtBearer.JwtTokenMiddleware.<>c__DisplayClass0_0.<<UseJwtTokenMiddleware>b__0>d.MoveNext() in F:\Code\TFCLPortal\src\TFCLPortal.Web.Core\Authentication\JwtBearer\JwtTokenMiddleware.cs:line 22
--- End of stack trace from previous location where exception was thrown ---
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.DeveloperExceptionPageMiddleware.Invoke(HttpContext context)
INFO  2022-04-27 14:08:04,889 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 8142.0903ms 500 text/html; charset=utf-8
INFO  2022-04-27 14:08:08,282 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/TransactionAuthorization  
INFO  2022-04-27 14:08:10,043 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "TransactionAuthorization", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:08:15,400 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:08:16,060 [23   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 658.7292ms.
INFO  2022-04-27 14:08:17,282 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view TransactionAuthorization.
INFO  2022-04-27 14:08:17,305 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view TransactionAuthorization executed in 239.8099ms.
INFO  2022-04-27 14:08:17,307 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) in 7261.2259ms
INFO  2022-04-27 14:08:17,309 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 9028.0471ms 200 text/html; charset=utf-8
INFO  2022-04-27 14:08:17,356 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-27 14:08:17,563 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637866651771954323  
INFO  2022-04-27 14:08:18,206 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 851.6821ms 404 
INFO  2022-04-27 14:08:18,209 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-27 14:08:18,212 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2022-04-27 14:08:18,215 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637866651771954323  
INFO  2022-04-27 14:08:18,218 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.0894ms.
INFO  2022-04-27 14:08:18,221 [24   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2022-04-27 14:08:18,225 [24   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 14.0488ms
INFO  2022-04-27 14:08:18,227 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 664.8799ms 200 application/x-javascript
INFO  2022-04-27 14:08:18,235 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2022-04-27 14:08:18,237 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2022-04-27 14:08:18,423 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 183.7123ms.
INFO  2022-04-27 14:08:18,425 [6    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-27 14:08:18,428 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 190.0729ms
INFO  2022-04-27 14:08:18,431 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 215.6337ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-27 14:08:18,476 [13   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-27 14:08:19,777 [13   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:08:39,510 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:08:39,565 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 53.6561ms.
INFO  2022-04-27 14:08:39,664 [25   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-27 14:08:39,675 [25   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 59483.9103ms
INFO  2022-04-27 14:08:39,676 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 59497.1944ms 200 application/json; charset=utf-8
INFO  2022-04-27 14:08:39,730 [13   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:08:39,744 [13   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 12.2264ms.
INFO  2022-04-27 14:08:39,827 [6    ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-27 14:08:39,828 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 20049.3034ms
INFO  2022-04-27 14:08:39,830 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21354.1003ms 200 application/json; charset=utf-8
INFO  2022-04-27 14:09:04,785 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/TransactionAuthorization  
INFO  2022-04-27 14:09:04,791 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "TransactionAuthorization", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:09:04,826 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:09:04,841 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 13.6228ms.
INFO  2022-04-27 14:09:05,081 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view TransactionAuthorization.
INFO  2022-04-27 14:09:05,095 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view TransactionAuthorization executed in 234.6905ms.
INFO  2022-04-27 14:09:05,097 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) in 303.8012ms
INFO  2022-04-27 14:09:05,100 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 315.5528ms 200 text/html; charset=utf-8
INFO  2022-04-27 14:09:05,129 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-27 14:09:05,142 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 9.1135ms 404 
INFO  2022-04-27 14:09:05,172 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637866651771954323  
INFO  2022-04-27 14:09:05,175 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637866651771954323  
INFO  2022-04-27 14:09:05,180 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2022-04-27 14:09:05,185 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-27 14:09:05,187 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2022-04-27 14:09:05,190 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2022-04-27 14:09:05,226 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.0615ms.
INFO  2022-04-27 14:09:05,228 [22   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2022-04-27 14:09:05,235 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 44.482ms
INFO  2022-04-27 14:09:05,238 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 65.4224ms 200 application/x-javascript
INFO  2022-04-27 14:09:05,248 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 59.6225ms.
INFO  2022-04-27 14:09:05,252 [33   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-27 14:09:05,255 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 71.7567ms
INFO  2022-04-27 14:09:05,257 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 82.4639ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-27 14:09:05,397 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-27 14:09:05,404 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:09:05,947 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-27 14:09:05,973 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 23.6738ms.
INFO  2022-04-27 14:09:06,075 [32   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-27 14:09:06,076 [32   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 671.0666ms
INFO  2022-04-27 14:09:06,078 [32   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 680.6885ms 200 application/json; charset=utf-8
INFO  2022-04-27 14:09:38,884 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/AuthorizeTransaction?id%20=788&&authorize=false  
INFO  2022-04-27 14:09:38,894 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "AuthorizeTransaction", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction (TFCLPortal.Web.Mvc)
INFO  2022-04-27 14:09:38,945 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction (TFCLPortal.Web.Mvc) with arguments (0, False) - Validation state: Valid
ERROR 2022-04-27 14:09:42,075 [6    ] Mvc.ExceptionHandling.AbpExceptionFilter - There is no such an entity. Entity type: TFCLPortal.Transactions.Transaction, id: 0
Abp.Domain.Entities.EntityNotFoundException: There is no such an entity. Entity type: TFCLPortal.Transactions.Transaction, id: 0
   at Abp.Domain.Repositories.AbpRepositoryBase`2.Get(TPrimaryKey id) in D:\Github\aspnetboilerplate\src\Abp\Domain\Repositories\AbpRepositoryBase.cs:line 78
   at Castle.Proxies.Invocations.IRepository`2_Get_28.InvokeMethodOnTarget()
   at Castle.DynamicProxy.AbstractInvocation.Proceed()
   at Abp.Domain.Uow.UnitOfWorkInterceptor.PerformSyncUow(IInvocation invocation, UnitOfWorkOptions options) in D:\Github\aspnetboilerplate\src\Abp\Domain\Uow\UnitOfWorkInterceptor.cs:line 68
   at Castle.DynamicProxy.AbstractInvocation.Proceed()
   at Castle.Proxies.IRepository`1Proxy_6.Get(Int32 id)
   at TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction(Int32 id, Boolean authorize) in F:\Code\TFCLPortal\src\TFCLPortal.Web.Mvc\Controllers\CustomerAccountController.cs:line 151
   at lambda_method(Closure , Object , Object[] )
   at Microsoft.AspNetCore.Mvc.Internal.ActionMethodExecutor.SyncActionResultExecutor.Execute(IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)
   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeActionMethodAsync()
   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.InvokeNextActionFilterAsync()
   at Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker.Rethrow(ActionExecutedContext context)
